Date,Crop,Category,Market,District,State,Min_Price,Max_Price,Modal_Price,Quantity
2024-02-24,Bajra,Cereals,Kalaburagi APMC,Bengaluru,Karnataka,5697,18288,10953,975
2024-02-25,Maize,Cereals,Chitradurga APMC,Kalaburagi,Karnataka,1340,37487,16030,712
2024-02-26,Cabbage,Vegetables,Thirthahalli APMC,Vijayapura,Karnataka,4828,53717,26002,449
2024-02-27,Coconut,Plantation,Shivamogga APMC,Chitradurga,Karnataka,2968,14168,8825,831
2024-02-28,Carrot,Vegetables,Mysuru APMC,Davangere,Karnataka,1703,27424,16693,120
2024-02-29,Mango,Fruits,Tumakuru APMC,Raichur,Karnataka,6482,35720,23002,229
2024-03-01,Bengal Gram,Pulses,Sagar APMC,Chikkamagaluru,Karnataka,7376,28463,20515,173
2024-03-02,Guava,Fruits,Bengaluru APMC,Tumakuru,Karnataka,2800,43616,29509,430
2024-03-03,Sesame,Oilseeds,Bengaluru APMC,Tumakuru,Karnataka,6463,39871,27391,342
2024-03-04,Green Chilli,Vegetables,Dharwad APMC,Hassan,Karnataka,5912,55652,21211,846
2024-03-05,Sunflower,Oilseeds,Bhadravati APMC,Tumakuru,Karnataka,5648,15784,11673,244
2024-03-06,Green Gram,Pulses,Shivamogga APMC,Davangere,Karnataka,1855,29268,12364,960
2024-03-07,Sesame,Oilseeds,Kalaburagi APMC,Dharwad,Karnataka,3866,32844,14100,277
2024-03-08,Tomato,Vegetables,Tumakuru APMC,Belagavi,Karnataka,1182,11843,7103,480
2024-03-09,Turmeric,Commercial Crops,Mysuru APMC,Davangere,Karnataka,4112,49352,23470,991
2024-03-10,Cotton,Commercial Crops,Shivamogga APMC,Chitradurga,Karnataka,6670,43923,18697,485
2024-03-11,Soybean,Oilseeds,Sagar APMC,Vijayapura,Karnataka,5492,42376,18588,836
2024-03-12,Coconut,Plantation,Mysuru APMC,Davangere,Karnataka,6823,49677,19695,510
2024-03-13,Onion,Vegetables,Hubballi APMC,Kalaburagi,Karnataka,2517,23221,16208,667
2024-03-14,Carrot,Vegetables,Davanagere APMC,Udupi,Karnataka,6002,54989,21180,70
2024-03-15,Potato,Vegetables,Sagar APMC,Belagavi,Karnataka,2356,36883,15607,113
2024-03-16,Cabbage,Vegetables,Shivamogga APMC,Chikkamagaluru,Karnataka,4629,30951,16908,214
2024-03-17,Sunflower,Oilseeds,Hubballi APMC,Tumakuru,Karnataka,4628,21596,12139,76
2024-03-18,Ragi,Cereals,Mysuru APMC,Belagavi,Karnataka,9210,46728,34148,360
2024-03-19,Potato,Vegetables,Bhadravati APMC,Tumakuru,Karnataka,7132,45018,19108,334
2024-03-20,Toor Dal,Pulses,Sagar APMC,Hassan,Karnataka,7588,19288,13495,709
2024-03-21,Black Gram,Pulses,Dharwad APMC,Belagavi,Karnataka,4311,42557,26195,330
2024-03-22,Onion,Vegetables,Dharwad APMC,Raichur,Karnataka,7048,52516,37633,887
2024-03-23,Ragi,Cereals,Chikkamagaluru APMC,Chitradurga,Karnataka,7246,40445,25444,880
2024-03-24,Green Gram,Pulses,Vijayapura APMC,Chitradurga,Karnataka,1987,44102,28162,213
2024-03-25,Onion,Vegetables,Thirthahalli APMC,Tumakuru,Karnataka,4321,19841,9497,947
2024-03-26,Horse Gram,Pulses,Davanagere APMC,Chikkamagaluru,Karnataka,5615,52070,26723,967
2024-03-27,Arecanut (Betel Nut),Plantation,Dharwad APMC,Raichur,Karnataka,9365,40294,23270,273
2024-03-28,Green Gram,Pulses,Vijayapura APMC,Shivamogga,Karnataka,4741,29696,21074,833
2024-03-29,Papaya,Fruits,Kalaburagi APMC,Mysuru,Karnataka,4052,27969,12675,195
2024-03-30,Papaya,Fruits,Tumakuru APMC,Mysuru,Karnataka,7574,22331,12898,999
2024-03-31,Banana,Fruits,Bengaluru APMC,Chikkamagaluru,Karnataka,1726,24771,11668,917
2024-04-01,Wheat,Cereals,Tumakuru APMC,Udupi,Karnataka,4760,19493,9501,79
2024-04-02,Watermelon,Fruits,Shivamogga APMC,Shivamogga,Karnataka,6806,47760,22081,94
2024-04-03,Brinjal,Vegetables,Vijayapura APMC,Hassan,Karnataka,2875,44010,31097,836
2024-04-04,Toor Dal,Pulses,Thirthahalli APMC,Chikkamagaluru,Karnataka,7993,25074,16043,520
2024-04-05,Black Gram,Pulses,Kalaburagi APMC,Raichur,Karnataka,5033,38534,23553,83
2024-04-06,Green Gram,Pulses,Bhadravati APMC,Mysuru,Karnataka,6443,37556,24813,702
2024-04-07,Cowpea,Pulses,Shivamogga APMC,Kalaburagi,Karnataka,1989,46430,21845,476
2024-04-08,Mango,Fruits,Hubballi APMC,Mysuru,Karnataka,4744,39434,17194,879
2024-04-09,Banana,Fruits,Davanagere APMC,Mysuru,Karnataka,9611,48956,24666,935
2024-04-10,Tomato,Vegetables,Chikkamagaluru APMC,Raichur,Karnataka,1593,38422,17257,270
2024-04-11,Onion,Vegetables,Bengaluru APMC,Bengaluru,Karnataka,2774,47836,27758,917
2024-04-12,Pomegranate,Fruits,Bhadravati APMC,Chikkamagaluru,Karnataka,1935,15565,8195,583
2024-04-13,Papaya,Fruits,Sagar APMC,Davangere,Karnataka,4808,46678,17483,741
2024-04-14,Turmeric,Commercial Crops,Udupi APMC,Hassan,Karnataka,1331,14784,8183,997
2024-04-15,Tobacco,Commercial Crops,Davanagere APMC,Mysuru,Karnataka,8922,56197,40530,416
2024-04-16,Beans,Vegetables,Davanagere APMC,Chitradurga,Karnataka,3702,52098,33941,981
2024-04-17,Papaya,Fruits,Chitradurga APMC,Kalaburagi,Karnataka,6889,25217,18437,890
2024-04-18,Ragi,Cereals,Hassan APMC,Tumakuru,Karnataka,6054,31588,21835,792
2024-04-19,Papaya,Fruits,Bhadravati APMC,Chikkamagaluru,Karnataka,4868,34612,17643,964
2024-04-20,Pomegranate,Fruits,Udupi APMC,Vijayapura,Karnataka,5200,34589,23012,599
2024-04-21,Sesame,Oilseeds,Sagar APMC,Raichur,Karnataka,1201,47521,17749,631
2024-04-22,Jola (Jowar),Cereals,Udupi APMC,Bengaluru,Karnataka,3497,48507,28842,165
2024-04-23,Ragi,Cereals,Raichur APMC,Chitradurga,Karnataka,2842,27507,16571,288
2024-04-24,Wheat,Cereals,Bengaluru APMC,Chikkamagaluru,Karnataka,5658,53523,20507,384
2024-04-25,Carrot,Vegetables,Dharwad APMC,Hassan,Karnataka,8544,27184,20011,490
2024-04-26,Sesame,Oilseeds,Raichur APMC,Kalaburagi,Karnataka,8718,53434,38289,197
2024-04-27,Watermelon,Fruits,Kalaburagi APMC,Bengaluru,Karnataka,1770,37291,16226,58
2024-04-28,Beans,Vegetables,Raichur APMC,Hassan,Karnataka,4155,44204,29184,337
2024-04-29,Black Gram,Pulses,Dharwad APMC,Chitradurga,Karnataka,2628,18246,7828,437
2024-04-30,Sunflower,Oilseeds,Hassan APMC,Chikkamagaluru,Karnataka,1386,48390,26768,99
2024-05-01,Sunflower,Oilseeds,Mysuru APMC,Davangere,Karnataka,7031,18951,12923,899
2024-05-02,Carrot,Vegetables,Bhadravati APMC,Chitradurga,Karnataka,7439,21627,14794,566
2024-05-03,Groundnut,Oilseeds,Belagavi APMC,Vijayapura,Karnataka,7401,29608,22290,965
2024-05-04,Capsicum,Vegetables,Tumakuru APMC,Hassan,Karnataka,5008,15246,11648,904
2024-05-05,Watermelon,Fruits,Hassan APMC,Bengaluru,Karnataka,3466,46438,29852,687
2024-05-06,Capsicum,Vegetables,Chikkamagaluru APMC,Bengaluru,Karnataka,3282,24081,11799,636
2024-05-07,Maize,Cereals,Dharwad APMC,Hassan,Karnataka,2856,18408,13194,726
2024-05-08,Cauliflower,Vegetables,Thirthahalli APMC,Dharwad,Karnataka,8980,47896,22173,327
2024-05-09,Pomegranate,Fruits,Belagavi APMC,Chikkamagaluru,Karnataka,2998,17925,12571,885
2024-05-10,Tomato,Vegetables,Bhadravati APMC,Dharwad,Karnataka,6476,44440,22849,349
2024-05-11,Watermelon,Fruits,Davanagere APMC,Udupi,Karnataka,5669,26833,12473,851
2024-05-12,Sunflower,Oilseeds,Chikkamagaluru APMC,Chikkamagaluru,Karnataka,5318,52476,32092,638
2024-05-13,Cabbage,Vegetables,Chitradurga APMC,Hassan,Karnataka,8064,37135,19475,859
2024-05-14,Guava,Fruits,Kalaburagi APMC,Shivamogga,Karnataka,8446,24606,14868,698
2024-05-15,Groundnut,Oilseeds,Bengaluru APMC,Kalaburagi,Karnataka,2431,28241,13334,667
2024-05-16,Capsicum,Vegetables,Thirthahalli APMC,Hassan,Karnataka,6624,21750,11547,656
2024-05-17,Toor Dal,Pulses,Hassan APMC,Dharwad,Karnataka,8461,48470,23298,184
2024-05-18,Tobacco,Commercial Crops,Chitradurga APMC,Davangere,Karnataka,2819,46403,15984,629
2024-05-19,Brinjal,Vegetables,Bhadravati APMC,Kalaburagi,Karnataka,2130,37526,19055,196
2024-05-20,Rice (Akki),Cereals,Raichur APMC,Hassan,Karnataka,7563,17755,10964,539
2024-05-21,Bajra,Cereals,Davanagere APMC,Hassan,Karnataka,3658,50071,30255,527
2024-05-22,Brinjal,Vegetables,Chitradurga APMC,Davangere,Karnataka,4500,27316,13495,208
2024-05-23,Brinjal,Vegetables,Udupi APMC,Hassan,Karnataka,9566,58648,42816,433
2024-05-24,Sugarcane,Commercial Crops,Bengaluru APMC,Kalaburagi,Karnataka,3120,45250,30441,212
2024-05-25,Cauliflower,Vegetables,Chitradurga APMC,Mysuru,Karnataka,5020,51488,24340,490
2024-05-26,Horse Gram,Pulses,Mysuru APMC,Shivamogga,Karnataka,4259,44957,29219,902
2024-05-27,Brinjal,Vegetables,Bhadravati APMC,Tumakuru,Karnataka,2823,23478,15656,238
2024-05-28,Potato,Vegetables,Udupi APMC,Shivamogga,Karnataka,2474,42549,30311,464
2024-05-29,Watermelon,Fruits,Belagavi APMC,Raichur,Karnataka,3242,22601,13679,388
2024-05-30,Banana,Fruits,Tumakuru APMC,Vijayapura,Karnataka,4243,50904,19771,656
2024-05-31,Ragi,Cereals,Bengaluru APMC,Hassan,Karnataka,7990,57569,35692,230
2024-06-01,Beans,Vegetables,Belagavi APMC,Mysuru,Karnataka,6160,49432,29959,337
2024-06-02,Groundnut,Oilseeds,Raichur APMC,Chikkamagaluru,Karnataka,4134,28805,17835,883
2024-06-03,Jola (Jowar),Cereals,Dharwad APMC,Hassan,Karnataka,3070,40118,18736,236
2024-06-04,Watermelon,Fruits,Bhadravati APMC,Dharwad,Karnataka,1359,22097,14712,933
2024-06-05,Bajra,Cereals,Chikkamagaluru APMC,Chitradurga,Karnataka,2141,38104,26732,187
2024-06-06,Green Gram,Pulses,Shivamogga APMC,Mysuru,Karnataka,2635,19408,9128,179
2024-06-07,Beans,Vegetables,Thirthahalli APMC,Davangere,Karnataka,5000,51584,20618,243
2024-06-08,Black Gram,Pulses,Chikkamagaluru APMC,Mysuru,Karnataka,4361,44255,19434,365
2024-06-09,Pomegranate,Fruits,Mysuru APMC,Raichur,Karnataka,7583,18300,14316,834
2024-06-10,Banana,Fruits,Chikkamagaluru APMC,Davangere,Karnataka,8835,30511,21205,913
2024-06-11,Onion,Vegetables,Thirthahalli APMC,Udupi,Karnataka,1006,15440,9008,193
2024-06-12,Sunflower,Oilseeds,Raichur APMC,Tumakuru,Karnataka,4267,52092,26301,65
2024-06-13,Capsicum,Vegetables,Tumakuru APMC,Belagavi,Karnataka,7564,46664,28331,351
2024-06-14,Capsicum,Vegetables,Mysuru APMC,Kalaburagi,Karnataka,5928,20922,12273,472
2024-06-15,Onion,Vegetables,Sagar APMC,Mysuru,Karnataka,3606,17840,10593,294
2024-06-16,Cowpea,Pulses,Bhadravati APMC,Kalaburagi,Karnataka,6906,20670,15401,976
2024-06-17,Watermelon,Fruits,Hubballi APMC,Bengaluru,Karnataka,4273,51678,37101,156
2024-06-18,Rice (Akki),Cereals,Davanagere APMC,Dharwad,Karnataka,8611,53483,38810,137
2024-06-19,Jola (Jowar),Cereals,Shivamogga APMC,Hassan,Karnataka,1913,35098,24265,178
2024-06-20,Pomegranate,Fruits,Thirthahalli APMC,Dharwad,Karnataka,3011,25010,13150,956
2024-06-21,Arecanut (Betel Nut),Plantation,Hubballi APMC,Kalaburagi,Karnataka,2442,48929,25105,936
2024-06-22,Rice (Akki),Cereals,Sagar APMC,Shivamogga,Karnataka,6546,19127,13871,390
2024-06-23,Rice (Akki),Cereals,Chikkamagaluru APMC,Belagavi,Karnataka,2829,15592,11366,53
2024-06-24,Brinjal,Vegetables,Raichur APMC,Shivamogga,Karnataka,9767,47141,23102,376
2024-06-25,Tomato,Vegetables,Belagavi APMC,Udupi,Karnataka,7468,56227,28030,459
2024-06-26,Pomegranate,Fruits,Chikkamagaluru APMC,Belagavi,Karnataka,1929,22460,9232,928
2024-06-27,Capsicum,Vegetables,Bhadravati APMC,Belagavi,Karnataka,4699,40006,23934,355
2024-06-28,Banana,Fruits,Hassan APMC,Shivamogga,Karnataka,2054,42889,19308,957
2024-06-29,Ragi,Cereals,Bhadravati APMC,Davangere,Karnataka,6744,27808,15811,656
2024-06-30,Copra,Plantation,Hassan APMC,Raichur,Karnataka,2900,24212,9898,770
2024-07-01,Rice (Akki),Cereals,Hassan APMC,Kalaburagi,Karnataka,7980,55528,28897,274
2024-07-02,Carrot,Vegetables,Mysuru APMC,Shivamogga,Karnataka,8069,55014,38348,397
2024-07-03,Capsicum,Vegetables,Raichur APMC,Dharwad,Karnataka,4415,20891,10894,370
2024-07-04,Bajra,Cereals,Shivamogga APMC,Davangere,Karnataka,1442,36007,21423,608
2024-07-05,Capsicum,Vegetables,Chikkamagaluru APMC,Dharwad,Karnataka,7218,19600,14051,230
2024-07-06,Maize,Cereals,Mysuru APMC,Raichur,Karnataka,5652,38115,26603,667
2024-07-07,Horse Gram,Pulses,Bengaluru APMC,Udupi,Karnataka,8939,52341,24256,760
2024-07-08,Arecanut (Betel Nut),Plantation,Tumakuru APMC,Hassan,Karnataka,8833,45178,33949,435
2024-07-09,Grapes,Fruits,Sagar APMC,Raichur,Karnataka,8597,45543,28291,667
2024-07-10,Onion,Vegetables,Sagar APMC,Vijayapura,Karnataka,5458,29620,22328,841
2024-07-11,Wheat,Cereals,Kalaburagi APMC,Chikkamagaluru,Karnataka,7591,25988,19818,821
2024-07-12,Mango,Fruits,Davanagere APMC,Davangere,Karnataka,3309,35644,15875,157
2024-07-13,Bajra,Cereals,Udupi APMC,Udupi,Karnataka,7268,31662,15134,580
2024-07-14,Tobacco,Commercial Crops,Udupi APMC,Vijayapura,Karnataka,1910,39107,16873,459
2024-07-15,Horse Gram,Pulses,Chitradurga APMC,Bengaluru,Karnataka,5340,37350,21698,345
2024-07-16,Soybean,Oilseeds,Bhadravati APMC,Udupi,Karnataka,5009,39132,17588,867
2024-07-17,Banana,Fruits,Udupi APMC,Shivamogga,Karnataka,7628,40015,19514,220
2024-07-18,Black Gram,Pulses,Davanagere APMC,Shivamogga,Karnataka,3169,16059,9421,380
2024-07-19,Bajra,Cereals,Udupi APMC,Raichur,Karnataka,3172,40941,15005,542
2024-07-20,Soybean,Oilseeds,Raichur APMC,Chikkamagaluru,Karnataka,6668,24694,12955,244
2024-07-21,Cabbage,Vegetables,Raichur APMC,Udupi,Karnataka,7313,20619,13518,61
2024-07-22,Jola (Jowar),Cereals,Bengaluru APMC,Kalaburagi,Karnataka,9315,52980,23517,244
2024-07-23,Sugarcane,Commercial Crops,Raichur APMC,Tumakuru,Karnataka,9036,28313,17878,539
2024-07-24,Guava,Fruits,Hubballi APMC,Hassan,Karnataka,7789,32472,19874,844
2024-07-25,Copra,Plantation,Udupi APMC,Raichur,Karnataka,1785,12455,6912,930
2024-07-26,Carrot,Vegetables,Vijayapura APMC,Shivamogga,Karnataka,7139,40814,28949,231
2024-07-27,Jola (Jowar),Cereals,Mysuru APMC,Chikkamagaluru,Karnataka,7344,35233,21624,866
2024-07-28,Copra,Plantation,Raichur APMC,Hassan,Karnataka,3416,26422,14624,705
2024-07-29,Sugarcane,Commercial Crops,Davanagere APMC,Udupi,Karnataka,9988,46519,26949,947
2024-07-30,Capsicum,Vegetables,Vijayapura APMC,Kalaburagi,Karnataka,5154,36793,24993,365
2024-07-31,Toor Dal,Pulses,Chitradurga APMC,Udupi,Karnataka,6619,33252,24144,743
2024-08-01,Banana,Fruits,Mysuru APMC,Belagavi,Karnataka,2936,47596,31576,79
2024-08-02,Turmeric,Commercial Crops,Kalaburagi APMC,Chikkamagaluru,Karnataka,4807,18246,12459,645
2024-08-03,Watermelon,Fruits,Udupi APMC,Vijayapura,Karnataka,8151,50323,23120,727
2024-08-04,Coconut,Plantation,Hubballi APMC,Shivamogga,Karnataka,4236,49858,22975,845
2024-08-05,Turmeric,Commercial Crops,Hassan APMC,Kalaburagi,Karnataka,3352,24929,10223,842
2024-08-06,Ragi,Cereals,Belagavi APMC,Tumakuru,Karnataka,2932,24695,17564,145
2024-08-07,Horse Gram,Pulses,Hubballi APMC,Udupi,Karnataka,9556,39732,26585,430
2024-08-08,Brinjal,Vegetables,Bengaluru APMC,Tumakuru,Karnataka,5916,40171,26419,827
2024-08-09,Potato,Vegetables,Vijayapura APMC,Udupi,Karnataka,6498,36494,19235,493
2024-08-10,Tomato,Vegetables,Tumakuru APMC,Shivamogga,Karnataka,1946,47332,30914,347
2024-08-11,Green Chilli,Vegetables,Raichur APMC,Hassan,Karnataka,2439,33501,14983,857
2024-08-12,Cauliflower,Vegetables,Tumakuru APMC,Mysuru,Karnataka,8730,54661,22539,786
2024-08-13,Papaya,Fruits,Dharwad APMC,Hassan,Karnataka,5857,51567,26452,894
2024-08-14,Toor Dal,Pulses,Hubballi APMC,Udupi,Karnataka,1340,46033,24952,410
2024-08-15,Soybean,Oilseeds,Tumakuru APMC,Dharwad,Karnataka,1382,47122,23862,423
2024-08-16,Carrot,Vegetables,Hassan APMC,Chitradurga,Karnataka,9491,31196,23487,603
2024-08-17,Rice (Akki),Cereals,Vijayapura APMC,Mysuru,Karnataka,1138,39185,14156,352
2024-08-18,Ragi,Cereals,Mysuru APMC,Vijayapura,Karnataka,1358,22324,12292,470
2024-08-19,Cowpea,Pulses,Kalaburagi APMC,Mysuru,Karnataka,5931,33305,19760,295
2024-08-20,Wheat,Cereals,Kalaburagi APMC,Tumakuru,Karnataka,4456,25594,13177,769
2024-08-21,Pomegranate,Fruits,Tumakuru APMC,Chikkamagaluru,Karnataka,2627,28562,18937,286
2024-08-22,Capsicum,Vegetables,Sagar APMC,Tumakuru,Karnataka,7626,18115,13931,583
2024-08-23,Black Gram,Pulses,Kalaburagi APMC,Raichur,Karnataka,6004,38264,25139,234
2024-08-24,Papaya,Fruits,Bengaluru APMC,Tumakuru,Karnataka,7652,43721,31114,517
2024-08-25,Copra,Plantation,Tumakuru APMC,Vijayapura,Karnataka,7416,36691,24662,803
2024-08-26,Soybean,Oilseeds,Raichur APMC,Dharwad,Karnataka,4170,50454,22347,412
2024-08-27,Jola (Jowar),Cereals,Dharwad APMC,Hassan,Karnataka,4835,54013,33468,332
2024-08-28,Sugarcane,Commercial Crops,Sagar APMC,Hassan,Karnataka,9017,51838,27134,602
2024-08-29,Onion,Vegetables,Udupi APMC,Chitradurga,Karnataka,3151,30150,13866,385
2024-08-30,Banana,Fruits,Belagavi APMC,Bengaluru,Karnataka,7905,56617,23941,211
2024-08-31,Onion,Vegetables,Bhadravati APMC,Udupi,Karnataka,3834,47556,29963,209
2024-09-01,Horse Gram,Pulses,Sagar APMC,Dharwad,Karnataka,3567,24192,15620,523
2024-09-02,Green Gram,Pulses,Davanagere APMC,Bengaluru,Karnataka,2307,13936,6886,650
2024-09-03,Guava,Fruits,Chikkamagaluru APMC,Raichur,Karnataka,9848,30821,22427,371
2024-09-04,Grapes,Fruits,Mysuru APMC,Shivamogga,Karnataka,3660,20519,14907,61
2024-09-05,Turmeric,Commercial Crops,Udupi APMC,Udupi,Karnataka,4730,50776,20534,473
2024-09-06,Sugarcane,Commercial Crops,Tumakuru APMC,Udupi,Karnataka,7207,39046,19721,122
2024-09-07,Papaya,Fruits,Hubballi APMC,Belagavi,Karnataka,4162,41378,26495,637
2024-09-08,Potato,Vegetables,Raichur APMC,Belagavi,Karnataka,2140,31085,14002,907
2024-09-09,Papaya,Fruits,Thirthahalli APMC,Davangere,Karnataka,9458,25997,18552,250
2024-09-10,Potato,Vegetables,Belagavi APMC,Davangere,Karnataka,2708,46333,17212,571
2024-09-11,Cabbage,Vegetables,Kalaburagi APMC,Tumakuru,Karnataka,4630,19516,11788,913
2024-09-12,Coconut,Plantation,Shivamogga APMC,Shivamogga,Karnataka,4211,21696,14626,554
2024-09-13,Coconut,Plantation,Vijayapura APMC,Mysuru,Karnataka,7538,48993,31358,787
2024-09-14,Rice (Akki),Cereals,Belagavi APMC,Chitradurga,Karnataka,1475,28242,18232,737
2024-09-15,Papaya,Fruits,Bengaluru APMC,Mysuru,Karnataka,8684,47137,33716,837
2024-09-16,Soybean,Oilseeds,Udupi APMC,Chitradurga,Karnataka,2207,22951,14846,88
2024-09-17,Guava,Fruits,Bhadravati APMC,Belagavi,Karnataka,2960,50062,29744,109
2024-09-18,Banana,Fruits,Sagar APMC,Belagavi,Karnataka,1557,23783,8507,627
2024-09-19,Maize,Cereals,Bengaluru APMC,Belagavi,Karnataka,1882,39751,21346,370
2024-09-20,Banana,Fruits,Bhadravati APMC,Dharwad,Karnataka,5761,38349,16029,484
2024-09-21,Sesame,Oilseeds,Belagavi APMC,Chikkamagaluru,Karnataka,6867,30307,21475,685
2024-09-22,Cotton,Commercial Crops,Belagavi APMC,Chitradurga,Karnataka,7963,49672,25827,725
2024-09-23,Sugarcane,Commercial Crops,Kalaburagi APMC,Davangere,Karnataka,8166,40661,25225,457
2024-09-24,Green Gram,Pulses,Sagar APMC,Dharwad,Karnataka,8929,55948,28290,972
2024-09-25,Toor Dal,Pulses,Tumakuru APMC,Hassan,Karnataka,6347,17269,13042,435
2024-09-26,Jola (Jowar),Cereals,Dharwad APMC,Mysuru,Karnataka,8269,45795,32834,720
